1,-7.31,3.6835000000000004,2.55
2,-0.09,-0.303,7.89
3,-8.12,-6.3181,4.33
4,5.25,1.0956000000000001,7.22
5,-5.42,7.128,0.31
6,-9.49,0.7303999999999999,3.81
7,-5.67,1.4664,2.22
8,-1.24,0.0424,2.31
9,-5.62,0.3402,0.21
10,6.75,0.3164,1.86
11,9.85,-5.472,3.33
12,4.43,3.6713999999999998,4.22
13,6.6,-1.3299,5.88
14,7.65,0.0692,5.89
15,-9.31,-3.0385,4.14
16,-6.54,0.4018,6.74
17,-2.51,-0.0244,7.78
18,0.42,0.0426,0.3
19,-9.13,3.9479,5.93
20,-2.13,-0.0,9.82
21,5.41,0.5688,2.32
22,0.28,1.4480000000000002,4.59
23,-4.61,0.8736,0.06
24,5.67,4.935700000000001,7.41
25,6.18,0.044399999999999995,4.26
26,-8.88,1.0360000000000003,2.0
27,0.09,0.087,3.46
28,0.77,0.5434,4.58
29,-9.44,3.5165,5.84
30,7.22,3.5222999999999995,8.16
31,-4.89,2.3905,0.83
32,-9.67,-4.952100000000001,2.5
33,-7.81,-0.775,0.7
34,-6.81,-0.36300000000000004,2.73
35,4.23,0.3276,4.74
36,-9.53,0.3632,1.88
37,-7.82,0.16,2.09
38,2.11,-6.086399999999999,0.18
39,-7.07,-2.9784,7.05
40,3.56,-0.49840000000000007,9.76
41,5.96,-0.18150000000000002,6.49
42,-2.1,-0.5472,6.31
43,-8.82,-3.7882000000000002,8.76
44,-3.87,-2.7246,9.39
45,4.88,0.84,0.08
46,7.57,-5.913600000000001,9.62
47,1.41,-4.861800000000001,9.74
48,4.08,-0.043199999999999995,3.47
49,-5.88,-0.4524,1.94
50,-7.91,-1.3611999999999997,5.0
51,-3.49,5.944,0.18
52,-5.98,-3.3465000000000003,7.83
53,-3.22,-2.009,8.38
54,8.64,-2.3712,6.87
55,-0.31,-5.146300000000001,7.25
56,-8.31,-5.4202,2.13
57,5.18,1.36,3.68
58,-3.19,-3.0513999999999997,6.04
59,9.09,-5.6575,5.51
60,-7.91,7.837000000000001,8.66
61,5.76,-2.1024000000000003,6.15
62,5.64,-0.3416,2.24
63,-8.37,-3.6426000000000003,5.64
64,8.5,0.378,7.87
65,6.56,-3.3150000000000004,0.92
66,-7.7,-7.0840000000000005,2.4
67,9.76,1.2166000000000001,1.67
68,-5.17,-3.8552,9.11
69,-2.43,7.7162,2.94
70,-4.93,0.36800000000000005,6.52
71,-9.21,-9.4963,2.96
72,1.93,0.37,0.63
73,8.27,8.836,1.11
74,-5.7,2.2655999999999996,5.43
75,3.76,-1.5552000000000001,5.42
76,-3.85,4.2588,2.81
77,9.67,-0.312,6.43
78,8.81,0.8541,3.27
79,-3.67,5.482600000000001,3.03
80,-3.31,0.1408,5.96
81,-5.1,4.8909,0.72
82,1.02,7.293,6.35
83,-4.18,-0.0584,8.63
84,-6.92,0.017699999999999997,0.77
85,8.98,-3.5970000000000004,9.85
86,6.43,2.8440000000000003,5.14
87,8.39,-3.2627,1.42
88,8.21,3.4631999999999996,9.03
89,6.08,5.535200000000001,7.46
90,3.79,0.8372,1.58
91,4.3,-1.6463999999999999,0.64
92,9.27,0.617,5.41
93,7.03,0.1953,3.39
94,-4.84,-2.7579,4.17
95,1.41,2.5374999999999996,1.38
96,-7.5,-3.1812000000000005,3.98
97,-1.98,-1.1925000000000001,0.07
98,0.57,0.006,4.38
99,3.73,-2.4076,4.95
100,-0.42,0.99,5.6
